-173.9	-20.31	0
-174.071678482	-20.2299055904	20
-174.243179987	-20.1496444488	40
-174.414505096	-20.0692174659	60
-174.585654393	-19.9886255307	80
-174.756628467	-19.907869531	100
-174.927427912	-19.8269503533	120
-175.098053325	-19.7458688828	140
-175.268505308	-19.6646260034	160
-175.438784467	-19.5832225976	180
-175.608891413	-19.5016595465	200
-175.77882676	-19.41993773	220
-175.948591126	-19.3380580265	240
-176.118185135	-19.2560213132	260
-176.287609412	-19.1738284659	280
-176.456864589	-19.0914803588	300
-176.625951299	-19.0089778651	320
-176.794870182	-18.9263218562	340
-176.963621878	-18.8435132025	360
-177.132207034	-18.7605527728	380
-177.300626299	-18.6774414345	400
-177.468880326	-18.5941800538	420
-177.636969772	-18.5107694951	440
-177.804895298	-18.4272106218	460
-177.972657566	-18.3435042957	480
-178.140257246	-18.2596513772	500
-178.307695006	-18.1756527253	520
-178.474971522	-18.0915091976	540
-178.64208747	-18.0072216502	560
-178.809043533	-17.9227909379	580
-178.975840392	-17.8382179139	600
-179.142478737	-17.7535034302	620
-179.308959257	-17.6686483372	640
-179.475282646	-17.5836534838	660
-179.641449601	-17.4985197178	680
-179.807460821	-17.4132478851	700
-179.973317009	-17.3278388306	720
179.860981129	-17.2422933975	740
179.695432884	-17.1566124276	760
179.530037546	-17.0707967612	780
179.364794399	-16.9848472375	800
179.199702726	-16.8987646938	820
179.034761807	-16.8125499662	840
178.869970921	-16.7262038894	860
178.70532934	-16.6397272965	880
178.540836337	-16.5531210193	900
178.376491181	-16.4663858882	920
178.212293139	-16.3795227319	940
178.1	-16.32	953.688050718
