-174.4	-21.31	0
-174.57270476	-21.229692689	20
-174.745221344	-21.1492098569	40
-174.917550332	-21.0685524238	60
-175.089692308	-20.9877213088	80
-175.261647861	-20.9067174293	100
-175.433417584	-20.8255417015	120
-175.605002076	-20.7441950401	140
-175.77640194	-20.6626783583	160
-175.947617784	-20.5809925681	180
-176.11865022	-20.4991385797	200
-176.289499865	-20.4171173023	220
-176.46016734	-20.3349296431	240
-176.630653272	-20.2525765084	260
-176.800958291	-20.1700588026	280
-176.971083031	-20.0873774289	300
-177.141028131	-20.0045332888	320
-177.310794234	-19.9215272825	340
-177.480381987	-19.8383603086	360
-177.649792042	-19.7550332641	380
-177.819025054	-19.6715470447	400
-177.988081682	-19.5879025445	420
-178.15696259	-19.5041006561	440
-178.325668446	-19.4201422705	460
-178.49419992	-19.3360282772	480
-178.662557687	-19.2517595642	500
-178.830742427	-19.1673370181	520
-178.998754821	-19.0827615236	540
-179.166595555	-18.9980339642	560
-179.334265321	-18.9131552217	580
-179.50176481	-18.8281261765	600
-179.66909472	-18.7429477071	620
-179.83625575	-18.6576206908	640
179.996751394	-18.5721460032	660
179.829926006	-18.4865245184	680
179.663267375	-18.4007571088	700
179.496774788	-18.3148446454	720
179.330447528	-18.2287879975	740
179.164284874	-18.1425880328	760
178.998286102	-18.0562456177	780
178.832450486	-17.9697616168	800
178.666777297	-17.8831368931	820
178.501265802	-17.7963723082	840
178.335915265	-17.709468722	860
178.170724947	-17.6224269928	880
178.005694106	-17.5352479774	900
177.840821999	-17.447932531	920
177.676107878	-17.3604815073	940
177.6	-17.32	949.247669069
