183.828266 -20.722225
183.828019 -20.722397
183.827685 -20.725231
183.827164 -20.728469
183.826279 -20.731066
183.825149 -20.733720
183.824257 -20.737070
183.823364 -20.740594
183.822233 -20.743247
183.820970 -20.746942
183.819901 -20.749538
183.819014 -20.752425
183.817876 -20.755830
183.816806 -20.758542
183.815551 -20.761425
183.814602 -20.764312
183.812335 -20.770254
183.811191 -20.774296
183.809996 -20.777296
183.808470 -20.782723
183.807513 -20.786535
183.806300 -20.791443
183.805162 -20.794906
183.803206 -20.800329
183.801823 -20.803674
183.799696 -20.807765
183.796770 -20.811791
183.794899 -20.814784
183.793023 -20.818240
183.791458 -20.821294
183.790189 -20.825622
183.789545 -20.828799
183.789510 -20.832617
183.790166 -20.834705
183.790140 -20.837597
183.789562 -20.840196
183.789288 -20.843259
183.788944 -20.847248
183.788735 -20.849907
183.788159 -20.852332
183.787330 -20.855564
183.786512 -20.857698
183.785998 -20.860123
183.785300 -20.862489
183.785089 -20.865321
183.784814 -20.868442
183.784726 -20.871391
183.784269 -20.874279
183.783876 -20.876821
183.783472 -20.880692
183.782950 -20.883926
183.782239 -20.887737
183.781531 -20.891201
183.781196 -20.894148
183.780616 -20.897092
183.779912 -20.900094
183.778830 -20.904075
183.777123 -20.909265
183.775298 -20.913817
183.773289 -20.918369
183.772029 -20.921770
183.770085 -20.925974
183.768084 -20.929600
183.766452 -20.933345
183.765248 -20.937266
183.764045 -20.941072
183.762465 -20.945741
183.761007 -20.950527
183.759742 -20.954390
183.758295 -20.958077
183.757097 -20.961362
183.756025 -20.964243
183.755444 -20.967302
183.753803 -20.971855
183.752980 -20.974449
183.751841 -20.978023
183.750516 -20.981769
183.749246 -20.986208
183.748417 -20.989438
183.747393 -20.993764
183.746753 -20.996532
183.745730 -21.000858
183.744408 -21.004199
183.743455 -21.007600
183.742626 -21.010829
183.741416 -21.015326
183.740469 -21.018092
183.738834 -21.022123
183.737195 -21.026558
183.735994 -21.030131
183.734478 -21.034567
183.733030 -21.038195
183.732261 -21.041655
183.731674 -21.045289
183.731769 -21.048294
183.732480 -21.051188
183.732391 -21.054134
183.730870 -21.059031
183.729423 -21.062658
183.727849 -21.066747
183.726655 -21.069625
183.725137 -21.074233
183.724003 -21.077169
183.722688 -21.079815
183.721377 -21.081999
183.719693 -21.084758
183.718138 -21.086766
183.716018 -21.089983
183.714705 -21.092456
183.713887 -21.094470
183.713864 -21.096896
183.713411 -21.099375
183.712280 -21.102022
183.711081 -21.105419
183.707836 -21.110763
183.704848 -21.114896
183.702422 -21.117994
183.700489 -21.120981
183.699112 -21.123683
183.697724 -21.127540
183.697024 -21.130191
183.696130 -21.133763
183.695796 -21.136705
183.694969 -21.139642
183.694076 -21.143157
183.693129 -21.145862
183.691933 -21.148912
183.689991 -21.152879
183.687312 -21.156840
183.684886 -21.160053
183.683692 -21.162814
183.683233 -21.165927
183.682526 -21.169270
183.681448 -21.172897
183.680180 -21.177042
183.679403 -21.181249
183.677895 -21.184815
183.676753 -21.188673
183.675743 -21.191608
183.674728 -21.195005
183.672962 -21.199896
183.671128 -21.205478
183.669862 -21.209450
183.668787 -21.212615
183.667404 -21.216008
183.666439 -21.220674
183.665685 -21.222399
183.664300 -21.225965
183.663159 -21.229706
183.661466 -21.233384
183.660263 -21.237125
183.659496 -21.240292
183.658230 -21.244320
183.657651 -21.247084
183.656003 -21.252493
183.654979 -21.256812
183.654200 -21.261305
183.652607 -21.267464
183.651902 -21.270515
183.650946 -21.274199
183.650116 -21.277595
183.648841 -21.282430
183.648064 -21.286691
183.647232 -21.290318
183.646580 -21.294292
183.645189 -21.298548
183.643543 -21.303668
183.642591 -21.306947
183.640952 -21.311316
183.639696 -21.314247
183.637865 -21.319479
183.636296 -21.323041
183.634782 -21.327180
183.634259 -21.330578
183.634232 -21.333461
183.634020 -21.336399
183.633998 -21.338821
183.633970 -21.341818
183.633331 -21.344408
183.632068 -21.348145
183.631238 -21.351424
183.628334 -21.359759
183.627134 -21.363150
183.625554 -21.367864
183.624661 -21.371431
183.624011 -21.375172
183.622981 -21.380236
183.621952 -21.385184
183.621489 -21.388639
183.620765 -21.393878
183.620238 -21.397677
183.619565 -21.403895
183.618720 -21.408902
183.617375 -21.414654
183.616348 -21.419428
183.615580 -21.422706
183.615296 -21.426795
183.615156 -21.428580
183.615063 -21.432037
183.630693 -21.428546
183.629617 -21.433048
183.629026 -21.436567
183.628865 -21.439968
183.628450 -21.442276
183.628035 -21.444641
183.627562 -21.447353
183.627328 -21.449083
183.626360 -21.451394
