 B04W    -20.6738    184.0690    201.9000    0.000214 0.20 0.20    6.537818
 N01W    -20.6738    184.0690    201.9000    0.098489 0.20 0.20    6.161928
  B06    -20.6738    184.0690    201.9000    0.150550 0.20 0.20   10.992883
  A05    -20.6738    184.0690    201.9000    0.632019 0.20 0.20   13.277589
  B02    -20.6738    184.0690    201.9000    0.192544 0.20 0.20    4.905428
 C11W    -20.6738    184.0690    201.9000    0.525142 0.20 0.20   13.331192
  A01    -20.6738    184.0690    201.9000    0.233602 0.20 0.20    5.399424
  B12    -20.4025    184.6910    191.8790    0.016757 0.20 0.20   13.472274
  B10    -20.4025    184.6910    191.8790    0.200289 0.20 0.20   12.738551
 A02W    -20.4025    184.6910    191.8790    0.035652 0.20 0.20    4.898888
 C05W    -20.4025    184.6910    191.8790    0.153713 0.20 0.20    9.433118
  A03    -20.4025    184.6910    191.8790    0.521537 0.20 0.20    6.299162
 B11W    -20.4025    184.6910    191.8790    0.436452 0.20 0.20   13.126899
 EUAP    -20.4025    184.6910    191.8790    0.039589 0.20 0.20    4.837414
  A09    -20.4025    184.6910    191.8790    0.473941 0.20 0.20   13.681273
  C15    -20.4025    184.6910    191.8790    0.132662 0.20 0.20   13.637276
 C01W    -20.4025    184.6910    191.8790    0.162268 0.20 0.20    4.890776
 A08W    -20.4025    184.6910    191.8790    0.465162 0.20 0.20   13.444197
  A11    -20.4025    184.6910    191.8790    0.727152 0.20 0.20   13.679108
  C06    -20.4025    184.6910    191.8790    0.683379 0.20 0.20   10.977010
 C08W    -20.4025    184.6910    191.8790    0.461387 0.20 0.20   11.638571
 C03W    -20.4025    184.6910    191.8790    0.198822 0.20 0.20    7.760206
 C10W    -20.4025    184.6910    191.8790    0.295557 0.20 0.20   12.144269
 B05W    -20.4025    184.6910    191.8790    0.055686 0.20 0.20    5.998103
 C16W    -20.4025    184.6910    191.8790    0.925372 0.20 0.20   13.630825
 A06W    -20.4025    184.6910    191.8790    0.251015 0.20 0.20   12.452703
 B04W    -20.4025    184.6910    191.8790    0.034368 0.20 0.20    4.940019
  C13    -20.4025    184.6910    191.8790    0.688155 0.20 0.20   12.676167
  A07    -20.4025    184.6910    191.8790    0.482633 0.20 0.20   12.939485
 A12W    -20.4025    184.6910    191.8790    0.498377 0.20 0.20   13.680626
 N01W    -20.4025    184.6910    191.8790    0.088273 0.20 0.20    4.945914
  B08    -20.4025    184.6910    191.8790    0.294769 0.20 0.20   10.816826
 B01W    -20.4025    184.6910    191.8790    0.037636 0.20 0.20    4.891946
 B07W    -20.4025    184.6910    191.8790    0.539812 0.20 0.20    9.733568
  B03    -20.4025    184.6910    191.8790    0.268643 0.20 0.20    4.916557
 N03W    -20.4025    184.6910    191.8790    0.955674 0.20 0.20   13.588517
  A05    -20.4025    184.6910    191.8790    0.408030 0.20 0.20   10.695574
  B02    -20.4025    184.6910    191.8790    0.060691 0.20 0.20    4.887331
 S01W    -20.4025    184.6910    191.8790    0.208157 0.20 0.20    6.595316
 C11W    -20.4025    184.6910    191.8790    0.246628 0.20 0.20   12.638263
  A01    -20.4025    184.6910    191.8790    0.356535 0.20 0.20    4.841686
 A10W    -20.4025    184.6910    191.8790    0.347578 0.20 0.20   13.684013
  B12    -20.4003    184.4560    168.4240    0.258755 0.20 0.20   14.580376
  B10    -20.4003    184.4560    168.4240    0.298786 0.20 0.20   13.978758
 C05W    -20.4003    184.4560    168.4240    0.317989 0.20 0.20   11.616682
 B11W    -20.4003    184.4560    168.4240    0.339857 0.20 0.20   14.323484
  A03    -20.4003    184.4560    168.4240    0.210691 0.20 0.20    9.638702
 B09W    -20.4003    184.4560    168.4240    0.403267 0.20 0.20   13.451106
  A09    -20.4003    184.4560    168.4240    0.597201 0.20 0.20   14.721123
  C15    -20.4003    184.4560    168.4240    0.210259 0.20 0.20   14.818798
 C09W    -20.4003    184.4560    168.4240    0.237327 0.20 0.20   13.274694
 C01W    -20.4003    184.4560    168.4240    0.090555 0.20 0.20    4.874717
 A08W    -20.4003    184.4560    168.4240    0.697662 0.20 0.20   14.711619
  A11    -20.4003    184.4560    168.4240    0.343295 0.20 0.20   14.787689
  C06    -20.4003    184.4560    168.4240    0.251926 0.20 0.20   13.427343
 C08W    -20.4003    184.4560    168.4240    0.341763 0.20 0.20   13.213740
 C03W    -20.4003    184.4560    168.4240    0.526858 0.20 0.20    8.309076
 C10W    -20.4003    184.4560    168.4240    0.649540 0.20 0.20   13.624563
 B05W    -20.4003    184.4560    168.4240    0.000478 0.20 0.20    7.388038
 C16W    -20.4003    184.4560    168.4240    0.711188 0.20 0.20   14.796469
 A06W    -20.4003    184.4560    168.4240    0.398267 0.20 0.20   14.589350
 B04W    -20.4003    184.4560    168.4240    0.103082 0.20 0.20    5.606891
  C13    -20.4003    184.4560    168.4240    0.085422 0.20 0.20   14.059795
 C17W    -20.4003    184.4560    168.4240    0.355620 0.20 0.20   14.158837
 N01W    -20.4003    184.4560    168.4240    0.063486 0.20 0.20    4.936154
  B08    -20.4003    184.4560    168.4240    0.444897 0.20 0.20   12.730366
 B07W    -20.4003    184.4560    168.4240    0.208458 0.20 0.20   11.543834
  B06    -20.4003    184.4560    168.4240    0.208750 0.20 0.20    9.203333
 C07W    -20.4003    184.4560    168.4240    0.453514 0.20 0.20   12.396024
  B03    -20.4003    184.4560    168.4240    0.241743 0.20 0.20    4.909645
  A05    -20.4003    184.4560    168.4240    0.623879 0.20 0.20   12.659883
  B02    -20.4003    184.4560    168.4240    0.282712 0.20 0.20    4.886772
 C11W    -20.4003    184.4560    168.4240    0.114021 0.20 0.20   14.416142
  A01    -20.4003    184.4560    168.4240    0.368438 0.20 0.20    4.899421
 A10W    -20.4003    184.4560    168.4240    0.494825 0.20 0.20   14.728454
 A02W    -19.6550    185.4040    108.0760    0.076762 0.20 0.20    4.887710
 C05W    -19.6550    185.4040    108.0760    0.070605 0.20 0.20    7.286489
 B09W    -19.6550    185.4040    108.0760    0.512967 0.20 0.20    9.178868
 C08W    -19.6550    185.4040    108.0760    0.575595 0.20 0.20    8.682434
 C03W    -19.6550    185.4040    108.0760    0.055939 0.20 0.20    5.847762
 B05W    -19.6550    185.4040    108.0760    0.209175 0.20 0.20    5.494788
 B07W    -19.6550    185.4040    108.0760    0.129247 0.20 0.20    7.581695
 C07W    -19.6550    185.4040    108.0760    0.326863 0.20 0.20    8.265508
  B02    -19.6550    185.4040    108.0760    0.002988 0.20 0.20    4.809093
 A02W    -20.8596    182.4960    530.2780    0.229544 0.20 0.20    6.078866
  A03    -20.8596    182.4960    530.2780    0.433392 0.20 0.20    6.824966
 C01W    -20.8596    182.4960    530.2780    0.317134 0.20 0.20    5.136951
 S02W    -20.8596    182.4960    530.2780    0.366864 0.20 0.20    8.453425
 A08W    -20.8596    182.4960    530.2780    0.609381 0.20 0.20    8.420456
 C03W    -20.8596    182.4960    530.2780    0.303182 0.20 0.20    7.033815
 C10W    -20.8596    182.4960    530.2780    0.404889 0.20 0.20    8.474307
 B01W    -20.8596    182.4960    530.2780    0.178505 0.20 0.20    5.055225
  A05    -20.8596    182.4960    530.2780    0.472945 0.20 0.20    8.397845
  B02    -20.8596    182.4960    530.2780    0.077193 0.20 0.20    5.057519
 S01W    -20.8596    182.4960    530.2780    0.382483 0.20 0.20    7.945255
  A01    -20.8596    182.4960    530.2780    0.048354 0.20 0.20    5.131386
 A10W    -20.8596    182.4960    530.2780    0.261263 0.20 0.20    8.471992
 PNGI    -20.8855    182.5360    459.8030    0.231049 0.20 0.20    4.957272
 A02W    -20.8855    182.5360    459.8030    0.516446 0.20 0.20    6.254381
  A03    -20.8855    182.5360    459.8030    0.271636 0.20 0.20    7.119961
 C09W    -20.8855    182.5360    459.8030    0.783061 0.20 0.20    8.897419
 S02W    -20.8855    182.5360    459.8030    0.009014 0.20 0.20    8.946977
 A08W    -20.8855    182.5360    459.8030    0.385276 0.20 0.20    8.910791
  A11    -20.8855    182.5360    459.8030    0.370836 0.20 0.20    8.928915
 C03W    -20.8855    182.5360    459.8030    0.713371 0.20 0.20    7.376574
 C10W    -20.8855    182.5360    459.8030    0.300794 0.20 0.20    8.898418
 B05W    -20.8855    182.5360    459.8030    0.738100 0.20 0.20    7.691604
 B04W    -20.8855    182.5360    459.8030    0.145926 0.20 0.20    6.364230
 CICA    -20.8855    182.5360    459.8030    0.347143 0.20 0.20    4.982810
 C17W    -20.8855    182.5360    459.8030    0.291503 0.20 0.20    6.908896
  B06    -20.8855    182.5360    459.8030    0.308011 0.20 0.20    8.479428
  B02    -20.8855    182.5360    459.8030    0.462533 0.20 0.20    5.012106
 S01W    -20.8855    182.5360    459.8030    0.764542 0.20 0.20    8.317933
 A02W    -21.9324    183.6770    178.4230    0.453955 0.20 0.20    9.384808
  A03    -21.9324    183.6770    178.4230    0.257332 0.20 0.20   12.083528
  A09    -21.9324    183.6770    178.4230    0.596061 0.20 0.20   14.330317
 C09W    -21.9324    183.6770    178.4230    0.432799 0.20 0.20   14.305077
 TNGA    -21.9324    183.6770    178.4230    0.395378 0.20 0.20    5.135756
 A08W    -21.9324    183.6770    178.4230    0.449947 0.20 0.20   14.334060
  A11    -21.9324    183.6770    178.4230    0.383929 0.20 0.20   14.323268
 C08W    -21.9324    183.6770    178.4230    0.607168 0.20 0.20   14.304108
 C03W    -21.9324    183.6770    178.4230    0.325950 0.20 0.20    9.933448
 C10W    -21.9324    183.6770    178.4230    0.820845 0.20 0.20   14.323508
 C16W    -21.9324    183.6770    178.4230    0.509232 0.20 0.20   14.292957
 A06W    -21.9324    183.6770    178.4230    0.299956 0.20 0.20   14.346231
  A07    -21.9324    183.6770    178.4230    0.104510 0.20 0.20   14.342336
  A05    -21.9324    183.6770    178.4230    0.083042 0.20 0.20   14.316879
 S01W    -21.9324    183.6770    178.4230    0.420987 0.20 0.20   12.248148
 C11W    -21.9324    183.6770    178.4230    0.567054 0.20 0.20   14.340955
  A01    -21.9324    183.6770    178.4230    0.313656 0.20 0.20    7.219275
