11_52185  B04W  -19.5786  -177.3920  388.9730  0.504638  0.004101  0.029439  9.39
11_52185  N03W  -19.5786  -177.3920  388.9730  0.453639  0.003580  0.028951  8.95
11_52185  B12  -19.5786  -177.3920  388.9730  0.557090  0.005078  0.031672  11.42
11_52185  N02W  -19.5786  -177.3920  388.9730  0.437291  0.004352  0.028951  8.56
11_52185  TVNI  -19.5786  -177.3920  388.9730  0.535337  0.006845  0.037007  7.75
11_52197  C11W  -20.6738  -175.9310  201.9000  0.356414  0.003483  0.030567  13.17
11_52197  C13  -20.6738  -175.9310  201.9000  0.378580  0.004767  0.042961  13.96
11_52197  B02  -20.6738  -175.9310  201.9000  0.316434  0.003037  0.028423  10.48
11_52197  A05  -20.6738  -175.9310  201.9000  0.466768  0.003592  0.032933  16.72
11_52197  C08W  -20.6738  -175.9310  201.9000  0.398727  0.003842  0.036722  14.85
11_52197  C01W  -20.6738  -175.9310  201.9000  0.161206  0.001847  0.021174  5.61
11_52197  A02W  -20.6738  -175.9310  201.9000  0.253168  0.001847  0.021204  8.76
11_52197  C10W  -20.6738  -175.9310  201.9000  0.395552  0.003484  0.029686  14.91
11_52197  EUAP  -20.6738  -175.9310  201.9000  0.065304  0.001842  0.021583  2.11
11_52197  A03  -20.6738  -175.9310  201.9000  0.315090  0.002729  0.026493  11.04
11_52197  C03W  -20.6738  -175.9310  201.9000  0.308856  0.002172  0.023837  11.48
11_52197  C06  -20.6738  -175.9310  201.9000  0.368094  0.002982  0.028647  13.79
11_52197  B03  -20.6738  -175.9310  201.9000  0.268312  0.002883  0.027049  9.09
11_52197  PNGI  -20.6738  -175.9310  201.9000  0.074813  0.001852  0.020758  2.12
11_52197  B05W  -20.6738  -175.9310  201.9000  0.290841  0.002705  0.026553  9.97
11_52197  B04W  -20.6738  -175.9310  201.9000  0.300467  0.002393  0.024425  10.28
11_52197  B06  -20.6738  -175.9310  201.9000  0.305573  0.003137  0.029355  10.47
